IncidentNumber,CallType,CallDate,Zipcode,FinalPriority,UnitType,Delay
2007797,Structure Fire,01/26/2002,94107.0,3.0,CHIEF,11.4
2007816,Medical Incident,01/26/2002,94110.0,3.0,ENGINE,2.95
2007831,Medical Incident,01/26/2002,94109.0,2.0,MEDIC,2.2166667
2007838,Structure Fire,01/26/2002,94110.0,3.0,TRUCK,2.5
2007856,Medical Incident,01/27/2002,94112.0,2.0,RESCUE CAPTAIN,5.8333335
2007875,Medical Incident,01/27/2002,94130.0,3.0,ENGINE,3.5
2007899,Medical Incident,01/27/2002,94112.0,3.0,MEDIC,3.4333334
2007916,Medical Incident,01/27/2002,94134.0,3.0,ENGINE,4.516667
2007918,Medical Incident,01/27/2002,94102.0,2.0,MEDIC,5.766667
2007931,Medical Incident,01/27/2002,94112.0,3.0,TRUCK,2.15
2007955,Medical Incident,01/27/2002,94105.0,2.0,MEDIC,3.1833334
2007961,Medical Incident,01/27/2002,94103.0,2.0,MEDIC,3.3
2007991,Medical Incident,01/27/2002,94134.0,3.0,MEDIC,1.95
2007993,Medical Incident,01/27/2002,94112.0,3.0,RESCUE CAPTAIN,3.0333333
2007998,Medical Incident,01/27/2002,94102.0,3.0,MEDIC,2.9833333
2008001,Structure Fire,01/27/2002,94110.0,3.0,ENGINE,1.85
2008010,Medical Incident,01/27/2002,94107.0,3.0,ENGINE,2.0833333
2008024,Alarms,01/27/2002,94105.0,3.0,TRUCK,1.75
2008027,Medical Incident,01/27/2002,94134.0,3.0,RESCUE CAPTAIN,2.2833333
2008038,Structure Fire,01/27/2002,94124.0,3.0,ENGINE,1.15
2008046,Structure Fire,01/27/2002,94110.0,3.0,ENGINE,2.3666666
2008052,Medical Incident,01/27/2002,94133.0,2.0,MEDIC,3.2333333
2008081,Medical Incident,01/27/2002,94110.0,2.0,MEDIC,4.983333
2008103,Structure Fire,01/28/2002,94102.0,3.0,TRUCK,2.4333334
2008113,Medical Incident,01/28/2002,94114.0,3.0,ENGINE,3.3333333
2008117,Medical Incident,01/28/2002,94114.0,3.0,ENGINE,3.8166666
2008128,Medical Incident,01/28/2002,94121.0,3.0,MEDIC,1.8666667
2008138,Citizen Assist / Service Call,01/28/2002,94121.0,3.0,ENGINE,2.8333333
2008157,Medical Incident,01/28/2002,94103.0,3.0,MEDIC,5.5833335
2008158,Alarms,01/28/2002,94133.0,3.0,CHIEF,1.7333333
2008205,Medical Incident,01/28/2002,94124.0,3.0,MEDIC,2.9166667
2008211,Alarms,01/28/2002,94110.0,3.0,CHIEF,0.5
2008225,Medical Incident,01/28/2002,94109.0,2.0,PRIVATE,6.733333
2008228,Medical Incident,01/28/2002,94102.0,3.0,ENGINE,2.2666667
2008243,Medical Incident,01/28/2002,94103.0,,CHIEF,3.8333333
2008259,Structure Fire,01/28/2002,94110.0,3.0,TRUCK,1.9833333
2008266,Medical Incident,01/28/2002,94112.0,3.0,ENGINE,2.3833334
2008269,Structure Fire,01/28/2002,94103.0,3.0,ENGINE,1.05
2008280,Structure Fire,01/28/2002,94102.0,3.0,TRUCK,1.3666667
2008282,Medical Incident,01/28/2002,94109.0,3.0,ENGINE,3.3
2008290,Structure Fire,01/28/2002,94134.0,3.0,ENGINE,1.2666667
2008299,Medical Incident,01/28/2002,94118.0,3.0,ENGINE,3.1833334
2008303,Medical Incident,01/28/2002,94102.0,3.0,MEDIC,2.9
2008318,Medical Incident,01/28/2002,94103.0,2.0,MEDIC,1.9833333
2008328,Structure Fire,01/28/2002,94112.0,3.0,TRUCK,1.5
2008329,Medical Incident,01/28/2002,94102.0,3.0,MEDIC,1.65
2008360,Alarms,01/28/2002,94102.0,3.0,CHIEF,1.9333333
2008375,Medical Incident,01/28/2002,94121.0,,MEDIC,1.85
2008388,Alarms,01/28/2002,94109.0,3.0,TRUCK,2.5666666
2008409,Medical Incident,01/28/2002,94103.0,2.0,MEDIC,3.5
2008410,Structure Fire,01/28/2002,94109.0,3.0,CHIEF,1.8333334
2008431,Medical Incident,01/29/2002,94102.0,3.0,ENGINE,4.133333
2008442,Medical Incident,01/29/2002,94115.0,3.0,ENGINE,4.1666665
2008447,Elevator / Escalator Rescue,01/29/2002,94133.0,3.0,TRUCK,3.8
2008452,Medical Incident,01/29/2002,94116.0,2.0,MEDIC,6.1
2008460,Medical Incident,01/29/2002,94115.0,3.0,MEDIC,2.3166666
2008469,Structure Fire,01/29/2002,94112.0,3.0,MEDIC,2.4166667
2008470,Medical Incident,01/29/2002,94104.0,3.0,RESCUE CAPTAIN,12.266666
2008496,Medical Incident,01/29/2002,94110.0,3.0,RESCUE CAPTAIN,2.3333333
2008499,Structure Fire,01/29/2002,94134.0,3.0,CHIEF,3.35
2008499,Structure Fire,01/29/2002,94134.0,3.0,TRUCK,3.6833334
2008509,Alarms,01/29/2002,94102.0,3.0,TRUCK,4.2166667
2008511,Medical Incident,01/29/2002,94108.0,3.0,MEDIC,2.1666667
2008532,Medical Incident,01/29/2002,94127.0,3.0,ENGINE,4.016667
2008538,Medical Incident,01/29/2002,94102.0,3.0,MEDIC,2.0333333
2008542,Medical Incident,01/29/2002,94109.0,3.0,MEDIC,2.9333334
2008554,Medical Incident,01/29/2002,94110.0,3.0,MEDIC,3.6166666
2008557,Medical Incident,01/29/2002,94109.0,3.0,MEDIC,3.6333334
2008569,Medical Incident,01/29/2002,94118.0,2.0,MEDIC,3.7666667
2008576,Medical Incident,01/29/2002,94110.0,3.0,CHIEF,2.85
2008584,Alarms,01/29/2002,94107.0,3.0,TRUCK,1.8166667
2008590,Alarms,01/29/2002,94110.0,3.0,TRUCK,2.0666666
2008596,Medical Incident,01/29/2002,94122.0,3.0,ENGINE,3.15
2008595,Alarms,01/29/2002,94103.0,3.0,CHIEF,1.0166667
2008595,Alarms,01/29/2002,94103.0,3.0,ENGINE,2.1833334
2008603,Medical Incident,01/29/2002,94110.0,3.0,TRUCK,3.15
2008609,Structure Fire,01/29/2002,94103.0,3.0,TRUCK,2.0833333
2008625,Alarms,01/29/2002,94102.0,3.0,CHIEF,4.733333
2008637,Medical Incident,01/29/2002,94109.0,3.0,ENGINE,1.8166667
2008638,Alarms,01/29/2002,94115.0,3.0,CHIEF,2.6166666
2008655,Alarms,01/29/2002,94115.0,3.0,CHIEF,2.1166666
2008659,Structure Fire,01/29/2002,94112.0,3.0,RESCUE SQUAD,3.2166667
2008663,Medical Incident,01/29/2002,94102.0,2.0,MEDIC,2.9666667
2008666,Medical Incident,01/29/2002,94102.0,3.0,MEDIC,2.35
2008672,Medical Incident,01/29/2002,94116.0,3.0,ENGINE,2.3666666
2008672,Medical Incident,01/29/2002,94116.0,3.0,MEDIC,2.25
2008681,Outside Fire,01/29/2002,94114.0,3.0,ENGINE,1.5666667
2008684,Medical Incident,01/29/2002,94109.0,3.0,ENGINE,3.2666667
2008691,Medical Incident,01/29/2002,94123.0,3.0,ENGINE,3.15
2008706,Medical Incident,01/29/2002,,2.0,MEDIC,41.25
2008730,Medical Incident,01/30/2002,94108.0,2.0,MEDIC,5.1666665
2008731,Alarms,01/30/2002,94102.0,3.0,ENGINE,2.6833334
2008731,Alarms,01/30/2002,94102.0,3.0,TRUCK,2.4166667
2008736,Structure Fire,01/30/2002,94109.0,3.0,ENGINE,1.8833333
2008747,Structure Fire,01/30/2002,94109.0,3.0,MEDIC,3.7333333
2008786,Medical Incident,01/30/2002,94116.0,3.0,MEDIC,2.3666666
2008857,Medical Incident,01/30/2002,94115.0,3.0,ENGINE,2.1666667
2008859,Medical Incident,01/30/2002,94104.0,2.0,MEDIC,3.8166666
2008868,Medical Incident,01/30/2002,94115.0,3.0,ENGINE,3.3666666
2008897,Medical Incident,01/30/2002,94102.0,2.0,RESCUE SQUAD,2.7
2008901,Structure Fire,01/30/2002,94134.0,3.0,ENGINE,1.5
2008914,Medical Incident,01/30/2002,94134.0,3.0,MEDIC,2.2666667
2008948,Medical Incident,01/30/2002,94121.0,3.0,MEDIC,2.65
2008961,Medical Incident,01/30/2002,94121.0,,ENGINE,1.7666667
2008963,Structure Fire,01/30/2002,94114.0,3.0,TRUCK,1.0833334
2008988,Medical Incident,01/30/2002,94114.0,3.0,MEDIC,2.0666666
2008994,Alarms,01/30/2002,94111.0,3.0,TRUCK,1.8333334
2009017,Alarms,01/31/2002,94109.0,3.0,ENGINE,2.35
2009028,Medical Incident,01/31/2002,94102.0,3.0,MEDIC,3.9833333
2009061,Medical Incident,01/31/2002,94109.0,3.0,RESCUE CAPTAIN,4.516667
2009093,Structure Fire,01/31/2002,94103.0,3.0,CHIEF,1.8833333
2009099,Medical Incident,01/31/2002,94109.0,3.0,PRIVATE,3.65
2009104,Medical Incident,01/31/2002,94103.0,2.0,MEDIC,3.4833333
2009134,Medical Incident,01/31/2002,94133.0,3.0,ENGINE,2.0833333
2009138,Medical Incident,01/31/2002,94111.0,2.0,MEDIC,43.0
2009148,Medical Incident,01/31/2002,94102.0,3.0,MEDIC,3.9666667
2009164,Alarms,01/31/2002,94133.0,3.0,CHIEF,3.4666667
2009175,Medical Incident,01/31/2002,94124.0,2.0,MEDIC,9.55
2009187,Alarms,01/31/2002,94117.0,3.0,ENGINE,5.75
2009198,Medical Incident,01/31/2002,94110.0,3.0,ENGINE,5.6833334
2009220,Alarms,01/31/2002,,3.0,ENGINE,3.45
2009224,Medical Incident,01/31/2002,94116.0,3.0,ENGINE,2.95
2009224,Medical Incident,01/31/2002,94116.0,3.0,MEDIC,2.5666666
2009225,Medical Incident,01/31/2002,94103.0,3.0,ENGINE,2.45
2009228,Alarms,01/31/2002,94108.0,3.0,ENGINE,3.8333333
2009275,Medical Incident,01/31/2002,94124.0,3.0,ENGINE,3.75
2009275,Medical Incident,01/31/2002,94124.0,3.0,TRUCK,4.45
2009281,Outside Fire,01/31/2002,94116.0,3.0,ENGINE,5.35
2009283,Medical Incident,01/31/2002,94109.0,3.0,ENGINE,4.45
2009295,Medical Incident,02/01/2002,94134.0,3.0,RESCUE CAPTAIN,3.4166667
2009313,Structure Fire,02/01/2002,94107.0,3.0,TRUCK,2.85
2009331,Medical Incident,02/01/2002,94102.0,3.0,MEDIC,5.6666665
2009334,Medical Incident,02/01/2002,94102.0,2.0,MEDIC,3.6
2009361,Medical Incident,02/01/2002,94114.0,3.0,RESCUE CAPTAIN,0.6666667
2009382,Structure Fire,02/01/2002,94114.0,3.0,CHIEF,1.7166667
2009382,Structure Fire,02/01/2002,94114.0,3.0,TRUCK,2.0333333
2009425,Medical Incident,02/01/2002,94130.0,3.0,MEDIC,3.3833334
2009459,Medical Incident,02/01/2002,94102.0,3.0,ENGINE,3.2166667
2009495,Alarms,02/01/2002,94104.0,3.0,ENGINE,1.7166667
2009518,Alarms,02/01/2002,94105.0,3.0,ENGINE,3.0
2009531,Medical Incident,02/01/2002,94109.0,,TRUCK,3.1666667
2009553,Medical Incident,02/01/2002,94134.0,3.0,ENGINE,1.7
2009556,Medical Incident,02/01/2002,94103.0,3.0,MEDIC,5.116667
2009563,Medical Incident,02/01/2002,94115.0,3.0,MEDIC,3.2
2009564,Medical Incident,02/01/2002,94117.0,3.0,ENGINE,3.5833333
2009576,Medical Incident,02/01/2002,94123.0,3.0,ENGINE,5.9166665
2009584,Medical Incident,02/01/2002,94132.0,3.0,TRUCK,6.133333
2009585,Medical Incident,02/01/2002,94110.0,3.0,MEDIC,3.0833333
2009592,Medical Incident,02/01/2002,94132.0,3.0,MEDIC,2.8
2009597,Structure Fire,02/01/2002,94118.0,3.0,ENGINE,1.4166666
2009609,Medical Incident,02/02/2002,94111.0,2.0,MEDIC,18.966667
2009621,Medical Incident,02/02/2002,94104.0,3.0,MEDIC,1.75
2009622,Medical Incident,02/02/2002,94102.0,,ENGINE,2.75
2009660,Medical Incident,02/02/2002,94109.0,3.0,ENGINE,3.0
2009661,Medical Incident,02/02/2002,94121.0,2.0,MEDIC,5.1
2009675,Medical Incident,02/02/2002,94124.0,3.0,MEDIC,3.3833334
2009712,Structure Fire,02/02/2002,94122.0,3.0,CHIEF,3.7333333
2009712,Structure Fire,02/02/2002,94122.0,3.0,ENGINE,1.0666667
2009725,Medical Incident,02/02/2002,94133.0,3.0,ENGINE,1.8833333
2009734,Alarms,02/02/2002,94102.0,3.0,CHIEF,1.4666667
2009764,Medical Incident,02/02/2002,94103.0,3.0,RESCUE SQUAD,2.15
2009768,Medical Incident,02/02/2002,94110.0,3.0,ENGINE,1.9
2009771,Odor (Strange / Unknown),02/02/2002,94116.0,3.0,ENGINE,2.25
2009774,Medical Incident,02/02/2002,94134.0,3.0,TRUCK,7.233333
2009792,Structure Fire,02/02/2002,94102.0,3.0,ENGINE,1.1333333
2009794,Medical Incident,02/02/2002,94122.0,2.0,MEDIC,3.5833333
2009802,Medical Incident,02/02/2002,94122.0,3.0,ENGINE,3.2333333
2009804,Medical Incident,02/02/2002,94114.0,2.0,PRIVATE,4.9333334
2009806,Medical Incident,02/02/2002,94102.0,3.0,MEDIC,1.7
2009807,Structure Fire,02/02/2002,94123.0,3.0,CHIEF,1.6833333
2009807,Structure Fire,02/02/2002,94123.0,3.0,CHIEF,1.7666667
2009807,Structure Fire,02/02/2002,94123.0,3.0,ENGINE,1.6166667
2009810,Alarms,02/02/2002,94110.0,3.0,CHIEF,3.0
2009818,Medical Incident,02/02/2002,94132.0,3.0,TRUCK,3.9833333
2009824,Medical Incident,02/02/2002,94131.0,3.0,MEDIC,3.9833333
2009839,Structure Fire,02/02/2002,94109.0,3.0,ENGINE,15.466666
2009875,Medical Incident,02/02/2002,94110.0,3.0,ENGINE,2.65
2009892,Medical Incident,02/02/2002,94112.0,3.0,RESCUE CAPTAIN,3.3833334
2009919,Structure Fire,02/03/2002,94116.0,3.0,CHIEF,2.5666666
2009935,Medical Incident,02/03/2002,94109.0,3.0,ENGINE,3.45
2009936,Alarms,02/03/2002,94110.0,3.0,CHIEF,2.95
2009952,Medical Incident,02/03/2002,94102.0,3.0,ENGINE,2.4
2009988,Medical Incident,02/03/2002,94118.0,3.0,ENGINE,3.0666666
2009992,Medical Incident,02/03/2002,94123.0,3.0,RESCUE SQUAD,2.35
2009994,Structure Fire,02/03/2002,94124.0,,CHIEF,3.0666666
2010012,Medical Incident,02/03/2002,94133.0,3.0,ENGINE,3.3
2010064,Medical Incident,02/03/2002,94134.0,,MEDIC,3.0166667
2010068,Medical Incident,02/03/2002,94109.0,3.0,ENGINE,1.6
2010072,Medical Incident,02/03/2002,94110.0,3.0,ENGINE,2.3
2010095,Medical Incident,02/03/2002,94109.0,2.0,MEDIC,10.2
2010097,Medical Incident,02/03/2002,94110.0,3.0,ENGINE,3.55
2010113,Structure Fire,02/03/2002,94115.0,3.0,CHIEF,1.4833333
2010119,Medical Incident,02/03/2002,94124.0,3.0,TRUCK,1.9333333
2010135,Medical Incident,02/03/2002,94112.0,2.0,MEDIC,3.5833333
2010137,Medical Incident,02/03/2002,94102.0,3.0,RESCUE CAPTAIN,1.5
2010143,Alarms,02/03/2002,94117.0,3.0,CHIEF,1.7
2010158,Structure Fire,02/03/2002,94133.0,3.0,CHIEF,1.4
2010169,Medical Incident,02/03/2002,94103.0,2.0,MEDIC,3.4
2010188,Structure Fire,02/03/2002,94103.0,3.0,CHIEF,1.5833334
2010193,Medical Incident,02/03/2002,94116.0,3.0,ENGINE,5.383333
2010193,Medical Incident,02/03/2002,94116.0,3.0,MEDIC,5.35
2010197,Medical Incident,02/03/2002,94123.0,3.0,MEDIC,2.65
2010205,Medical Incident,02/04/2002,94102.0,2.0,MEDIC,2.75
2010231,Medical Incident,02/04/2002,94112.0,3.0,ENGINE,3.1333334
2010285,Medical Incident,02/04/2002,94117.0,2.0,MEDIC,2.85
2010306,Medical Incident,02/04/2002,94107.0,3.0,RESCUE SQUAD,5.1833334
2010319,Structure Fire,02/04/2002,94103.0,,ENGINE,2.6666667
2010320,Medical Incident,02/04/2002,94117.0,3.0,ENGINE,1.3833333
2010335,Medical Incident,02/04/2002,94131.0,2.0,MEDIC,2.6166666
2010346,Medical Incident,02/04/2002,94115.0,3.0,MEDIC,2.9333334
2010392,Medical Incident,02/04/2002,94103.0,3.0,MEDIC,6.383333
2010405,Medical Incident,02/04/2002,94132.0,2.0,MEDIC,2.5833333
2010405,Medical Incident,02/04/2002,94132.0,2.0,RESCUE CAPTAIN,2.9333334
2010423,Medical Incident,02/04/2002,94117.0,3.0,MEDIC,1.9166666
2010425,Structure Fire,02/04/2002,94116.0,3.0,CHIEF,1.1666666
2010455,Medical Incident,02/04/2002,94102.0,3.0,MEDIC,2.1166666
2010484,Medical Incident,02/04/2002,94132.0,3.0,ENGINE,5.5666666
2010497,Alarms,02/04/2002,94109.0,3.0,TRUCK,2.0166667
2010505,Citizen Assist / Service Call,02/04/2002,94117.0,3.0,ENGINE,1.6166667
2010507,Medical Incident,02/04/2002,94131.0,3.0,ENGINE,3.1166666
2010516,Medical Incident,02/04/2002,94133.0,3.0,ENGINE,4.75
2010541,Structure Fire,02/05/2002,94114.0,3.0,ENGINE,1.8333334
2010560,Medical Incident,02/05/2002,94131.0,3.0,MEDIC,3.75
2010571,Alarms,02/05/2002,94102.0,3.0,ENGINE,3.7833333
2010571,Alarms,02/05/2002,94102.0,3.0,TRUCK,3.8666666
2010578,Medical Incident,02/05/2002,94107.0,3.0,MEDIC,4.3
2010599,Medical Incident,02/05/2002,94103.0,3.0,RESCUE CAPTAIN,5.9166665
2010600,Alarms,02/05/2002,94102.0,3.0,CHIEF,7.3166666
2010627,Medical Incident,02/05/2002,,3.0,MEDIC,2.4333334
2010634,Medical Incident,02/05/2002,94122.0,3.0,ENGINE,1.1833333
2010647,Medical Incident,02/05/2002,94109.0,3.0,MEDIC,1.3833333
2010651,Medical Incident,02/05/2002,94114.0,3.0,MEDIC,0.85
2010665,Medical Incident,02/05/2002,94108.0,3.0,MEDIC,2.1833334
2010683,Medical Incident,02/05/2002,94122.0,2.0,MEDIC,2.35
2010714,Medical Incident,02/05/2002,94123.0,3.0,MEDIC,6.45
2010734,Alarms,02/05/2002,94102.0,3.0,CHIEF,0.8666667
2010774,Medical Incident,02/05/2002,94103.0,3.0,ENGINE,3.75
2010788,Medical Incident,02/05/2002,94103.0,3.0,ENGINE,3.05
2010816,Structure Fire,02/05/2002,94105.0,3.0,ENGINE,0.8333333
2010819,Other,02/05/2002,94118.0,3.0,ENGINE,3.1166666
2010826,Medical Incident,02/05/2002,94115.0,3.0,MEDIC,1.3833333
2010830,Medical Incident,02/05/2002,94116.0,2.0,MEDIC,5.4666667
2010831,Medical Incident,02/05/2002,94107.0,3.0,ENGINE,2.6
2010831,Medical Incident,02/05/2002,94107.0,3.0,RESCUE SQUAD,3.2333333
2010846,Structure Fire,02/06/2002,94122.0,3.0,CHIEF,5.6666665
2010847,Medical Incident,02/06/2002,94102.0,3.0,MEDIC,2.3333333
2010889,Medical Incident,02/06/2002,94117.0,3.0,MEDIC,1.75
2010891,Medical Incident,02/06/2002,94131.0,3.0,MEDIC,5.516667
2010892,Alarms,02/06/2002,94110.0,3.0,CHIEF,2.8166666
2010893,Medical Incident,02/06/2002,94122.0,3.0,MEDIC,2.4666667
2010899,Medical Incident,02/06/2002,94115.0,3.0,TRUCK,3.25
2010917,Medical Incident,02/06/2002,94121.0,2.0,MEDIC,5.2833333
2010918,Medical Incident,02/06/2002,94110.0,2.0,MEDIC,2.2
2010934,Structure Fire,02/06/2002,94116.0,3.0,TRUCK,3.0833333
2010947,Medical Incident,02/06/2002,94112.0,3.0,ENGINE,4.35
2010969,Medical Incident,02/06/2002,94132.0,3.0,ENGINE,2.75
2010970,Medical Incident,02/06/2002,94115.0,3.0,MEDIC,5.616667
2010992,Medical Incident,02/06/2002,94134.0,3.0,ENGINE,2.0166667
2010992,Medical Incident,02/06/2002,94134.0,3.0,MEDIC,2.3
2011029,Citizen Assist / Service Call,02/06/2002,94116.0,3.0,ENGINE,1.3333334
2011037,Medical Incident,02/06/2002,94109.0,3.0,MEDIC,2.75
2011040,Medical Incident,02/06/2002,94107.0,3.0,TRUCK,2.9
2011042,Structure Fire,02/06/2002,94112.0,3.0,ENGINE,1.8666667
2011046,Medical Incident,02/06/2002,94110.0,2.0,MEDIC,25.466667
2011062,Medical Incident,02/06/2002,94105.0,2.0,MEDIC,3.1833334
2011070,Structure Fire,02/06/2002,94105.0,3.0,CHIEF,2.2666667
2011098,Medical Incident,02/06/2002,94110.0,3.0,MEDIC,2.4666667
2011124,Medical Incident,02/07/2002,94133.0,3.0,MEDIC,2.9
2011129,Structure Fire,02/07/2002,94102.0,3.0,ENGINE,3.6333334
2011137,Medical Incident,02/07/2002,94103.0,3.0,ENGINE,1.5833334
2011161,Medical Incident,02/07/2002,94134.0,3.0,ENGINE,1.75
2011170,Structure Fire,02/07/2002,94103.0,3.0,TRUCK,3.8666666
2011173,Medical Incident,02/07/2002,94115.0,3.0,MEDIC,2.3166666
2011178,Medical Incident,02/07/2002,94110.0,3.0,TRUCK,3.2833333
2011193,Medical Incident,02/07/2002,94102.0,3.0,MEDIC,2.5166667
2011204,Alarms,02/07/2002,94110.0,3.0,ENGINE,2.2
2011221,Medical Incident,02/07/2002,94103.0,3.0,MEDIC,6.516667
2011231,Medical Incident,02/07/2002,94134.0,3.0,MEDIC,4.3
2011235,Alarms,02/07/2002,94115.0,3.0,ENGINE,1.4666667
2011246,Medical Incident,02/07/2002,94102.0,3.0,MEDIC,12.733334
2011258,Medical Incident,02/07/2002,94132.0,3.0,MEDIC,8.516666
2011260,Structure Fire,02/07/2002,94127.0,3.0,ENGINE,2.2833333
2011260,Structure Fire,02/07/2002,94127.0,3.0,RESCUE SQUAD,0.95
2011266,Structure Fire,02/07/2002,94124.0,3.0,TRUCK,1.1666666
2011270,Medical Incident,02/07/2002,94117.0,3.0,MEDIC,3.8166666
2011271,Alarms,02/07/2002,,3.0,ENGINE,1.0
2011285,Medical Incident,02/07/2002,94107.0,3.0,ENGINE,2.0166667
2011290,Alarms,02/07/2002,94117.0,3.0,TRUCK,2.3333333
2011297,Medical Incident,02/07/2002,94116.0,3.0,MEDIC,1.0166667
2011309,Medical Incident,02/07/2002,94111.0,3.0,MEDIC,3.2833333
2011315,Medical Incident,02/07/2002,94122.0,3.0,ENGINE,1.2666667
2011318,Medical Incident,02/07/2002,94102.0,3.0,ENGINE,1.65
2011343,Medical Incident,02/07/2002,94109.0,,MEDIC,5.266667
2011348,Medical Incident,02/07/2002,94110.0,3.0,MEDIC,3.6166666
2011367,Citizen Assist / Service Call,02/07/2002,94118.0,3.0,ENGINE,3.6166666
2011378,Alarms,02/07/2002,94111.0,3.0,CHIEF,1.9166666
2011384,Medical Incident,02/08/2002,94109.0,3.0,ENGINE,5.3166666
2011406,Structure Fire,02/08/2002,94117.0,3.0,TRUCK,2.2333333
2011410,Alarms,02/08/2002,94103.0,3.0,TRUCK,2.7333333
2011411,Medical Incident,02/08/2002,94158.0,3.0,ENGINE,2.7
2011421,Medical Incident,02/08/2002,94114.0,3.0,MEDIC,2.7333333
2011427,Medical Incident,02/08/2002,94134.0,3.0,ENGINE,5.116667
2011442,Medical Incident,02/08/2002,94102.0,3.0,MEDIC,2.3333333
2011465,Medical Incident,02/08/2002,94103.0,3.0,ENGINE,2.7166667
2011467,Medical Incident,02/08/2002,94115.0,3.0,MEDIC,10.733334
2011479,Alarms,02/08/2002,94103.0,3.0,TRUCK,2.4166667
2011494,Medical Incident,02/08/2002,94118.0,3.0,MEDIC,2.1166666
2011525,Structure Fire,02/08/2002,94118.0,3.0,ENGINE,2.3
2011531,Medical Incident,02/08/2002,94110.0,,ENGINE,2.7333333
2011541,Water Rescue,02/08/2002,94132.0,3.0,RESCUE SQUAD,4.266667
2011544,Medical Incident,02/08/2002,94102.0,3.0,MEDIC,1.7666667
2011574,Structure Fire,02/08/2002,94103.0,3.0,TRUCK,1.2833333
2011592,Structure Fire,02/08/2002,94103.0,3.0,TRUCK,1.7833333
2011602,Medical Incident,02/08/2002,94103.0,3.0,MEDIC,4.2166667
2011607,Structure Fire,02/08/2002,94109.0,3.0,ENGINE,2.6
2011613,Outside Fire,02/08/2002,94124.0,3.0,ENGINE,2.2666667
2011615,Structure Fire,02/08/2002,94123.0,3.0,RESCUE SQUAD,1.8
2011617,Elevator / Escalator Rescue,02/08/2002,94102.0,3.0,TRUCK,3.1666667
2011627,Medical Incident,02/08/2002,94122.0,3.0,ENGINE,10.4
2011644,Medical Incident,02/08/2002,,2.0,MEDIC,5.85
2011672,Smoke Investigation (Outside),02/08/2002,94112.0,3.0,ENGINE,1.5833334
2011682,Medical Incident,02/09/2002,94102.0,3.0,MEDIC,4.9
2011690,Medical Incident,02/09/2002,94109.0,3.0,ENGINE,2.6333334
2011694,Structure Fire,02/09/2002,94124.0,3.0,CHIEF,5.5833335
2011694,Structure Fire,02/09/2002,94124.0,3.0,ENGINE,9.733334
2011695,Medical Incident,02/09/2002,94103.0,3.0,MEDIC,4.55
2011724,Medical Incident,02/09/2002,94133.0,3.0,MEDIC,2.6666667
2011732,Medical Incident,02/09/2002,94109.0,2.0,MEDIC,2.9333334
2011751,Medical Incident,02/09/2002,94118.0,3.0,ENGINE,4.133333
2011755,Medical Incident,02/09/2002,94116.0,3.0,ENGINE,3.15
2011776,Elevator / Escalator Rescue,02/09/2002,94108.0,3.0,TRUCK,2.9333334
2011794,Structure Fire,02/09/2002,94102.0,3.0,CHIEF,2.4666667
2011815,Alarms,02/09/2002,94121.0,3.0,ENGINE,1.1166667
2011822,Medical Incident,02/09/2002,94107.0,3.0,ENGINE,2.8
2011843,Medical Incident,02/09/2002,94131.0,3.0,ENGINE,4.65
2011856,Structure Fire,02/09/2002,94109.0,3.0,TRUCK,3.6333334
2011871,Medical Incident,02/09/2002,94112.0,3.0,ENGINE,1.7166667
2011873,Medical Incident,02/09/2002,94132.0,3.0,TRUCK,3.6833334
2011881,Alarms,02/09/2002,94118.0,3.0,ENGINE,1.75
2011893,Structure Fire,02/09/2002,94103.0,3.0,TRUCK,1.3666667
2011907,Medical Incident,02/09/2002,94103.0,3.0,MEDIC,3.7333333
2011938,Medical Incident,02/09/2002,94121.0,3.0,MEDIC,9.75
2011941,Medical Incident,02/09/2002,94122.0,3.0,ENGINE,2.3333333
2011968,Structure Fire,02/09/2002,94112.0,3.0,ENGINE,2.0333333
2011996,Medical Incident,02/09/2002,94124.0,3.0,MEDIC,6.366667
2012000,Medical Incident,02/09/2002,94124.0,3.0,MEDIC,10.05
2012000,Medical Incident,02/09/2002,94124.0,3.0,TRUCK,4.65
2011999,Medical Incident,02/09/2002,94109.0,3.0,RESCUE SQUAD,4.3166666
2012011,Structure Fire,02/09/2002,94115.0,3.0,CHIEF,2.5166667
2012030,Medical Incident,02/09/2002,94109.0,3.0,ENGINE,2.1833334
2012032,Medical Incident,02/09/2002,94102.0,3.0,ENGINE,2.0333333
2012033,Medical Incident,02/09/2002,94123.0,3.0,MEDIC,3.05
2012040,Medical Incident,02/09/2002,94127.0,3.0,MEDIC,2.4833333
2012046,Medical Incident,02/09/2002,94110.0,3.0,MEDIC,1.6833333
2012050,Structure Fire,02/09/2002,94109.0,3.0,CHIEF,2.3333333
2012052,Medical Incident,02/09/2002,94115.0,3.0,MEDIC,1.7833333
2012091,Medical Incident,02/10/2002,94102.0,2.0,MEDIC,6.8333335
2012092,Structure Fire,02/10/2002,94121.0,3.0,ENGINE,2.4166667
2012094,Alarms,02/10/2002,94102.0,3.0,TRUCK,3.15
2012097,Medical Incident,02/10/2002,94112.0,3.0,MEDIC,3.6833334
2012114,Electrical Hazard,02/10/2002,94115.0,3.0,ENGINE,1.7833333
2012160,Structure Fire,02/10/2002,94105.0,3.0,CHIEF,2.6166666
2012171,Medical Incident,02/10/2002,94103.0,3.0,MEDIC,2.0666666
